experiment,model,item,score,score_top_n,category
BARRAT scale,SmolLM3-3B,28,1.4826858858626355,1.343263770059037,BISa
BARRAT scale,SmolLM3-3B,29,2.454655033077155,1.6494876327133112,BISn
BARRAT scale,SmolLM3-3B,30,1.9441795101320396,1.1727143695271385,BISm
BARRAT scale,TildeOpen-30b,1,2.2825331741785266,2.5734268934415687,BISn
BARRAT scale,TildeOpen-30b,2,2.076839138658685,1.0,BISm
BARRAT scale,TildeOpen-30b,3,1.8452892541220631,1.0,BISm
BARRAT scale,TildeOpen-30b,4,2.110934046304172,1.0,BISm
BARRAT scale,TildeOpen-30b,5,1.7220315128019508,1.0,BISa
BARRAT scale,TildeOpen-30b,6,2.2380877102122225,1.7231272078582318,BISa
BARRAT scale,TildeOpen-30b,7,2.4216437657189003,3.0610732883473464,BISn
BARRAT scale,TildeOpen-30b,8,1.8489636427687404,1.294565161611619,BISn
BARRAT scale,TildeOpen-30b,9,2.027498026298937,1.797604206253782,BISa
BARRAT scale,TildeOpen-30b,10,2.8257376264672387,3.3320694409831577,BISn
BARRAT scale,TildeOpen-30b,11,1.9724049428892587,2.022318499755129,BISa
BARRAT scale,TildeOpen-30b,12,1.9967808999140213,1.2093286341584186,BISn
BARRAT scale,TildeOpen-30b,13,2.7011976346089965,3.687578248225662,BISn
BARRAT scale,TildeOpen-30b,14,1.9124193655585688,1.1589248774545977,BISn
BARRAT scale,TildeOpen-30b,15,2.2150934206961055,1.8693178511323139,BISn
BARRAT scale,TildeOpen-30b,16,1.4989877497374358,1.0281695865755278,BISm
BARRAT scale,TildeOpen-30b,17,2.563814154386678,2.995061690038066,BISm
BARRAT scale,TildeOpen-30b,18,1.843770663948356,1.3075634118735695,BISn
BARRAT scale,TildeOpen-30b,19,2.4981589176914607,2.7322913758516343,BISm
BARRAT scale,TildeOpen-30b,20,2.391786280974116,2.1643687532201628,BISa
BARRAT scale,TildeOpen-30b,21,1.5129312975560958,1.09399226971558,BISm
BARRAT scale,TildeOpen-30b,22,2.298885484504847,1.8657149391002052,BISm
BARRAT scale,TildeOpen-30b,23,1.9506325789866703,1.4900533006043344,BISm
BARRAT scale,TildeOpen-30b,24,1.407950609784087,1.0285385133416007,BISa
BARRAT scale,TildeOpen-30b,25,1.5320455777707418,1.2110057362407582,BISm
BARRAT scale,TildeOpen-30b,26,2.230819206807332,1.932701566897711,BISa
BARRAT scale,TildeOpen-30b,27,2.2631323724834136,2.2156541763988824,BISn
BARRAT scale,TildeOpen-30b,28,1.6272041585099772,1.124979723859844,BISa
BARRAT scale,TildeOpen-30b,29,2.5647978027559093,2.227330920682688,BISn
BARRAT scale,TildeOpen-30b,30,2.289483671164316,2.0880053894319692,BISm
BARRAT scale,bloomz-3b,1,2.4134318282987626,2.0,BISn
BARRAT scale,bloomz-3b,2,2.2832277118715036,2.9999999999999982,BISm
BARRAT scale,bloomz-3b,3,2.1241428887422056,1.0547295306774547,BISm
BARRAT scale,bloomz-3b,4,2.1746595275439193,2.137908509819402,BISm
BARRAT scale,bloomz-3b,5,1.79561556227698,1.1836536454025348,BISa
BARRAT scale,bloomz-3b,6,2.2421882627691443,1.5100736551035934,BISa
BARRAT scale,bloomz-3b,7,2.4480207384792356,3.5409925070649004,BISn
BARRAT scale,bloomz-3b,8,1.8244023101781979,1.6143566372973372,BISn
BARRAT scale,bloomz-3b,9,2.05142302233292,1.5657816306299341,BISa
BARRAT scale,bloomz-3b,10,2.7521133634694737,3.4858881826475754,BISn
BARRAT scale,bloomz-3b,11,1.8808346322103313,1.0,BISa
BARRAT scale,bloomz-3b,12,1.9468263161323385,1.3069468842212837,BISn
BARRAT scale,bloomz-3b,13,2.7180118615379842,3.890259785234454,BISn
BARRAT scale,bloomz-3b,14,1.8667395492236745,1.0,BISn
BARRAT scale,bloomz-3b,15,2.1303740950771806,2.4609130190358433,BISn
BARRAT scale,bloomz-3b,16,1.4139069787437497,1.0,BISm
BARRAT scale,bloomz-3b,17,2.6681191929953223,3.0405772253901895,BISm
BARRAT scale,bloomz-3b,18,1.7616022553259014,1.0306682952077344,BISn
BARRAT scale,bloomz-3b,19,2.5058132154691086,2.4939720278755706,BISm
BARRAT scale,bloomz-3b,20,2.278951835758984,2.354432640106277,BISa
BARRAT scale,bloomz-3b,21,1.3832043223693222,1.0,BISm
BARRAT scale,bloomz-3b,22,2.2752769741400276,1.7307253109968908,BISm
BARRAT scale,bloomz-3b,23,1.912591796885434,1.0879735448877446,BISm
BARRAT scale,bloomz-3b,24,1.2888447823090523,1.0,BISa
BARRAT scale,bloomz-3b,25,1.445154033387392,1.0290123663082489,BISm
BARRAT scale,bloomz-3b,26,2.223441969103277,1.5809471733935139,BISa
BARRAT scale,bloomz-3b,27,2.2124539092430426,1.3967293410509998,BISn
BARRAT scale,bloomz-3b,28,1.5891111947801477,1.0292897547606952,BISa
BARRAT scale,bloomz-3b,29,2.5825578188949923,3.5641627427510083,BISn
BARRAT scale,bloomz-3b,30,2.1450360819389913,1.9657930825834016,BISm
BARRAT scale,bloomz-7b1,1,2.1428987237502386,1.0,BISn
BARRAT scale,bloomz-7b1,2,2.3209240689112662,2.9999999999999987,BISm
BARRAT scale,bloomz-7b1,3,2.1231566279467753,2.6721051185308884,BISm
BARRAT scale,bloomz-7b1,4,2.020143641903038,1.589212707036239,BISm
BARRAT scale,bloomz-7b1,5,1.4669980762849868,1.0558927216569223,BISa
BARRAT scale,bloomz-7b1,6,2.197744435386349,1.9167387160416387,BISa
BARRAT scale,bloomz-7b1,7,1.8530921040895487,1.0,BISn
BARRAT scale,bloomz-7b1,8,1.520908611681149,1.0888835508464105,BISn
BARRAT scale,bloomz-7b1,9,1.6032170187420525,1.0,BISa
BARRAT scale,bloomz-7b1,10,2.6994901474968462,1.6286871064140596,BISn
BARRAT scale,bloomz-7b1,11,1.8615132934257852,1.45129860445661,BISa
BARRAT scale,bloomz-7b1,12,1.6318644269467562,1.230468180598522,BISn
BARRAT scale,bloomz-7b1,13,2.446686460579484,1.1378948163604086,BISn
BARRAT scale,bloomz-7b1,14,1.7333340786018248,1.3228672724797308,BISn
BARRAT scale,bloomz-7b1,15,1.9931174737358663,1.770706449287242,BISn
BARRAT scale,bloomz-7b1,16,1.252594396029029,1.0,BISm
BARRAT scale,bloomz-7b1,17,2.5819159303903034,1.9435339128703675,BISm
BARRAT scale,bloomz-7b1,18,1.5332929255873733,1.0282637544965865,BISn
BARRAT scale,bloomz-7b1,19,2.475243911775463,1.8165388193328322,BISm
BARRAT scale,bloomz-7b1,20,2.2940428654569454,2.455048002914289,BISa
BARRAT scale,bloomz-7b1,21,1.277980742147888,1.0,BISm
BARRAT scale,bloomz-7b1,22,2.1680524111802866,1.4350940438566386,BISm
BARRAT scale,bloomz-7b1,23,1.6120601804924466,1.0,BISm
BARRAT scale,bloomz-7b1,24,1.1019121041775513,1.0,BISa
BARRAT scale,bloomz-7b1,25,1.2077579923689394,1.0,BISm
BARRAT scale,bloomz-7b1,26,2.0146555116532063,1.398237476031664,BISa
BARRAT scale,bloomz-7b1,27,2.0990111453754174,1.4243768038509148,BISn
BARRAT scale,bloomz-7b1,28,1.2789464119430864,1.0,BISa
BARRAT scale,bloomz-7b1,29,2.7756659211013677,3.9502121290365753,BISn
BARRAT scale,bloomz-7b1,30,2.0700342917770405,2.2750057812995292,BISm
BARRAT scale,gemma-2-27b-it,1,2.4152183391513837,2.9999999999999996,BISn
BARRAT scale,gemma-2-27b-it,2,2.098134476624453,2.5356831735117877,BISm
BARRAT scale,gemma-2-27b-it,3,2.238223380597167,2.7601383457779654,BISm
BARRAT scale,gemma-2-27b-it,4,2.2885300304829324,2.0260816809800692,BISm
BARRAT scale,gemma-2-27b-it,5,1.9458391809254867,2.102741918488197,BISa
BARRAT scale,gemma-2-27b-it,6,2.3780450253698895,2.742186151600564,BISa
BARRAT scale,gemma-2-27b-it,7,2.4220960061478034,2.492582064846837,BISn
BARRAT scale,gemma-2-27b-it,8,2.0973232328275895,2.3716540408957836,BISn
BARRAT scale,gemma-2-27b-it,9,2.22704647900327,2.7761745270417735,BISa
BARRAT scale,gemma-2-27b-it,10,2.766264143989258,3.3860639871168106,BISn
BARRAT scale,gemma-2-27b-it,11,2.0441900364114876,1.6365767215445672,BISa
BARRAT scale,gemma-2-27b-it,12,2.056297383140766,1.6929402006484766,BISn
BARRAT scale,gemma-2-27b-it,13,2.6244801297310056,3.0229713438962356,BISn
BARRAT scale,gemma-2-27b-it,14,2.0091828348138905,1.5990763708014966,BISn
BARRAT scale,gemma-2-27b-it,15,2.184166649923147,1.7489463161426273,BISn
BARRAT scale,gemma-2-27b-it,16,1.6059156200450688,1.087368378383317,BISm
BARRAT scale,gemma-2-27b-it,17,2.490049079476321,2.2788764218528796,BISm
BARRAT scale,gemma-2-27b-it,18,1.8608721277062457,1.0,BISn
BARRAT scale,gemma-2-27b-it,19,2.4453538504516836,2.159588828289997,BISm
BARRAT scale,gemma-2-27b-it,20,2.3774032987399947,2.3953839061862134,BISa
BARRAT scale,gemma-2-27b-it,21,1.5826712422458902,1.4847007253650522,BISm
BARRAT scale,gemma-2-27b-it,22,2.288024242574407,1.7099326989919814,BISm
BARRAT scale,gemma-2-27b-it,23,2.1118625843759777,2.1502383341588636,BISm
BARRAT scale,gemma-2-27b-it,24,1.5345938425307082,1.924189507794618,BISa
BARRAT scale,gemma-2-27b-it,25,1.6209360448559464,2.001575874565456,BISm
BARRAT scale,gemma-2-27b-it,26,2.259012086103081,2.0714790663676794,BISa
BARRAT scale,gemma-2-27b-it,27,2.2819432616145097,2.141206983686408,BISn
BARRAT scale,gemma-2-27b-it,28,1.7575094013613277,2.150914662015334,BISa
BARRAT scale,gemma-2-27b-it,29,2.483461339272308,2.21124620587399,BISn
BARRAT scale,gemma-2-27b-it,30,2.303716096208411,2.5555079479585157,BISm
BARRAT scale,gemma-2-2b-it,1,2.2436806251335706,2.614863604623525,BISn
BARRAT scale,gemma-2-2b-it,2,2.14771006335156,2.0,BISm
BARRAT scale,gemma-2-2b-it,3,2.0835558278963524,1.5375724224305023,BISm
BARRAT scale,gemma-2-2b-it,4,2.1788431766467493,1.3075933343542034,BISm
BARRAT scale,gemma-2-2b-it,5,1.9235146465009623,1.1186466445408783,BISa
BARRAT scale,gemma-2-2b-it,6,2.2709753489316853,1.411813198713457,BISa
BARRAT scale,gemma-2-2b-it,7,2.4463384631967213,2.900557962368336,BISn
BARRAT scale,gemma-2-2b-it,8,2.024805168759489,2.544459864021993,BISn
BARRAT scale,gemma-2-2b-it,9,2.1694685694174347,1.858263987094233,BISa
BARRAT scale,gemma-2-2b-it,10,2.6891796045489182,2.4632468942474954,BISn
BARRAT scale,gemma-2-2b-it,11,2.0672547132143033,2.120826609706146,BISa
BARRAT scale,gemma-2-2b-it,12,2.0916707310116345,2.1058635196721607,BISn
BARRAT scale,gemma-2-2b-it,13,2.5860929915799407,2.235947143211314,BISn
BARRAT scale,gemma-2-2b-it,14,2.0326430884335034,1.6205234030379114,BISn
BARRAT scale,gemma-2-2b-it,15,2.2550470036056884,2.3391281539565925,BISn
BARRAT scale,gemma-2-2b-it,16,1.7134767979824495,1.8152510713275425,BISm
BARRAT scale,gemma-2-2b-it,17,2.478761068515764,1.9613875370874256,BISm
BARRAT scale,gemma-2-2b-it,18,1.9784726651921751,2.028352113420962,BISn
BARRAT scale,gemma-2-2b-it,19,2.455115564075584,2.1304447646381846,BISm
BARRAT scale,gemma-2-2b-it,20,2.3880429433147543,2.6944249121128956,BISa
BARRAT scale,gemma-2-2b-it,21,1.6666888163290001,2.0179602153803473,BISm
BARRAT scale,gemma-2-2b-it,22,2.357696225344094,2.199427084577296,BISm
BARRAT scale,gemma-2-2b-it,23,2.1393625769173354,2.3529390252404134,BISm
BARRAT scale,gemma-2-2b-it,24,1.5548368951184235,2.007462305148916,BISa
BARRAT scale,gemma-2-2b-it,25,1.6581651487898592,2.0381419374873926,BISm
BARRAT scale,gemma-2-2b-it,26,2.262353505471409,2.067900676375489,BISa
BARRAT scale,gemma-2-2b-it,27,2.294716693724494,2.256999359912724,BISn
BARRAT scale,gemma-2-2b-it,28,1.7912945198749572,2.080958881319406,BISa
BARRAT scale,gemma-2-2b-it,29,2.545809969855806,2.1227927617480664,BISn
BARRAT scale,gemma-2-2b-it,30,2.3200944768205636,2.7468057753913677,BISm
BARRAT scale,gemma-2-9b-it,1,2.3471206739250854,2.0,BISn
BARRAT scale,gemma-2-9b-it,2,2.271475460539129,3.0000000000000004,BISm
BARRAT scale,gemma-2-9b-it,3,2.0582175211841793,1.5942135259006731,BISm
BARRAT scale,gemma-2-9b-it,4,2.260911808687169,2.2519905887686384,BISm
BARRAT scale,gemma-2-9b-it,5,1.9914335897664228,2.184983069704492,BISa
BARRAT scale,gemma-2-9b-it,6,2.3634812916905203,2.273051464165669,BISa
BARRAT scale,gemma-2-9b-it,7,2.445606248777681,3.030282609368286,BISn
BARRAT scale,gemma-2-9b-it,8,2.0445848212171835,2.523606121236099,BISn
BARRAT scale,gemma-2-9b-it,9,2.2008456379992642,1.9874549790154024,BISa
BARRAT scale,gemma-2-9b-it,10,2.6864476557190935,2.3907270863681003,BISn
BARRAT scale,gemma-2-9b-it,11,2.0624604956555417,2.5382369202345374,BISa
BARRAT scale,gemma-2-9b-it,12,2.094203159815875,1.9501701387991681,BISn
BARRAT scale,gemma-2-9b-it,13,2.56334452505832,2.4069320280981636,BISn
BARRAT scale,gemma-2-9b-it,14,2.1077943236518126,2.011248369946373,BISn
BARRAT scale,gemma-2-9b-it,15,2.2500162347360244,2.199084430151488,BISn
BARRAT scale,gemma-2-9b-it,16,1.7709059502162496,1.9747428281499757,BISm
BARRAT scale,gemma-2-9b-it,17,2.5077755354424665,2.288624523562486,BISm
BARRAT scale,gemma-2-9b-it,18,2.018477587765814,2.031762146679431,BISn
BARRAT scale,gemma-2-9b-it,19,2.507518136216501,2.263986883040337,BISm
BARRAT scale,gemma-2-9b-it,20,2.39637300163073,2.4101055196908514,BISa
BARRAT scale,gemma-2-9b-it,21,1.6942965218942072,1.9765603891999886,BISm
BARRAT scale,gemma-2-9b-it,22,2.4218047346450677,2.370097559824505,BISm
BARRAT scale,gemma-2-9b-it,23,2.1589283271158126,2.076619949293674,BISm
BARRAT scale,gemma-2-9b-it,24,1.6412517585620792,2.2208707561861076,BISa
BARRAT scale,gemma-2-9b-it,25,1.7264219189776122,2.0587813645978756,BISm
BARRAT scale,gemma-2-9b-it,26,2.3126707405401894,2.297012274614903,BISa
BARRAT scale,gemma-2-9b-it,27,2.3266616569918566,2.0789502126646426,BISn
BARRAT scale,gemma-2-9b-it,28,1.8209878179504375,2.1151898851156608,BISa
BARRAT scale,gemma-2-9b-it,29,2.479178015709608,1.6554761211074567,BISn
BARRAT scale,gemma-2-9b-it,30,2.3199810442260445,2.296485052252067,BISm
BARRAT scale,gemma-3-12b-it,1,2.254487527755504,1.0,BISn
BARRAT scale,gemma-3-12b-it,2,2.122243206113824,2.0202412441854887,BISm
BARRAT scale,gemma-3-12b-it,3,2.074662818891761,1.2980663205244685,BISm
BARRAT scale,gemma-3-12b-it,4,2.2293983875441326,1.8503156365807758,BISm
BARRAT scale,gemma-3-12b-it,5,1.9047487050526497,1.3373373116040763,BISa
BARRAT scale,gemma-3-12b-it,6,2.3062948736668742,2.0710399376258697,BISa
BARRAT scale,gemma-3-12b-it,7,2.4065161096151315,2.5393770020201845,BISn
BARRAT scale,gemma-3-12b-it,8,1.9139536972566837,1.475271760567297,BISn
BARRAT scale,gemma-3-12b-it,9,2.0390999897884194,1.2677287703866547,BISa
BARRAT scale,gemma-3-12b-it,10,2.6479917806777045,2.4861807924466475,BISn
BARRAT scale,gemma-3-12b-it,11,2.0191871167224456,1.9241972230432092,BISa
BARRAT scale,gemma-3-12b-it,12,1.9508773815745803,1.2596101986363266,BISn
BARRAT scale,gemma-3-12b-it,13,2.536723813999187,1.7943416842496929,BISn
BARRAT scale,gemma-3-12b-it,14,2.0313313649613085,1.6289571797226683,BISn
BARRAT scale,gemma-3-12b-it,15,2.1132528909093375,1.5327378966089382,BISn
BARRAT scale,gemma-3-12b-it,16,1.5932990157731564,1.1486114729989283,BISm
BARRAT scale,gemma-3-12b-it,17,2.5825234436345355,2.7091238522211416,BISm
BARRAT scale,gemma-3-12b-it,18,1.8498750746732773,1.289835714832544,BISn
BARRAT scale,gemma-3-12b-it,19,2.5277366333194977,2.754403644524787,BISm
BARRAT scale,gemma-3-12b-it,20,2.3336856750854222,2.005405658868946,BISa
BARRAT scale,gemma-3-12b-it,21,1.7183338822825571,1.759089208640392,BISm
BARRAT scale,gemma-3-12b-it,22,2.350852104396485,2.101508126895036,BISm
BARRAT scale,gemma-3-12b-it,23,2.048983091989485,1.5912332120639556,BISm
BARRAT scale,gemma-3-12b-it,24,1.4635482879307784,1.0396348347602042,BISa
BARRAT scale,gemma-3-12b-it,25,1.5307253486380563,1.0901653281905679,BISm
BARRAT scale,gemma-3-12b-it,26,2.253582747569431,1.8172575170449505,BISa
BARRAT scale,gemma-3-12b-it,27,2.288759600427322,1.9419098956158987,BISn
BARRAT scale,gemma-3-12b-it,28,1.630550819132943,1.1174661559517745,BISa
BARRAT scale,gemma-3-12b-it,29,2.5238380508704847,2.6047455753060786,BISn
BARRAT scale,gemma-3-12b-it,30,2.1870312643334606,1.608248989685036,BISm
BARRAT scale,gemma-3-1b-it,1,2.5733588655827684,3.000000000000002,BISn
BARRAT scale,gemma-3-1b-it,2,2.1691558881363693,2.2628500467447465,BISm
BARRAT scale,gemma-3-1b-it,3,1.9437353025345705,1.1948501085230003,BISm
BARRAT scale,gemma-3-1b-it,4,2.183625422009479,2.196511238062387,BISm
BARRAT scale,gemma-3-1b-it,5,1.949431809073003,2.3324675653747176,BISa
BARRAT scale,gemma-3-1b-it,6,2.259053312678427,2.0532687787294117,BISa
BARRAT scale,gemma-3-1b-it,7,2.552209961379668,2.917407836680134,BISn
BARRAT scale,gemma-3-1b-it,8,2.048563353026714,2.4432140172474712,BISn
BARRAT scale,gemma-3-1b-it,9,2.174891614011658,2.209558570276696,BISa
BARRAT scale,gemma-3-1b-it,10,2.8518337629304487,3.2938928201306505,BISn
BARRAT scale,gemma-3-1b-it,11,2.0000087089484895,1.789896307115607,BISa
BARRAT scale,gemma-3-1b-it,12,2.1817061782875733,2.383714573504445,BISn
BARRAT scale,gemma-3-1b-it,13,2.722176761505803,2.973956982271182,BISn
BARRAT scale,gemma-3-1b-it,14,2.0567784224582755,2.168162771487928,BISn
BARRAT scale,gemma-3-1b-it,15,2.355754186817513,2.7531698657139128,BISn
BARRAT scale,gemma-3-1b-it,16,1.6201542494210852,1.076870483346165,BISm
BARRAT scale,gemma-3-1b-it,17,2.4975411882674248,2.5802687555412653,BISm
BARRAT scale,gemma-3-1b-it,18,1.9099129091054319,1.338286646247584,BISn
BARRAT scale,gemma-3-1b-it,19,2.4908548715670964,2.4357683715557994,BISm
BARRAT scale,gemma-3-1b-it,20,2.400099470615807,2.4646262764244575,BISa
BARRAT scale,gemma-3-1b-it,21,1.7012299185810438,1.7280751283288605,BISm
BARRAT scale,gemma-3-1b-it,22,2.297786027080633,2.2310728504914876,BISm
BARRAT scale,gemma-3-1b-it,23,1.9885988537473218,1.2168779366085734,BISm
BARRAT scale,gemma-3-1b-it,24,1.3795081479261317,1.0607066280338415,BISa
BARRAT scale,gemma-3-1b-it,25,1.557780030240681,1.2718741036955121,BISm
BARRAT scale,gemma-3-1b-it,26,2.1624251348262806,1.54995223072742,BISa
BARRAT scale,gemma-3-1b-it,27,2.220335487401189,1.7790498461710302,BISn
BARRAT scale,gemma-3-1b-it,28,1.6245078907742454,1.0919815428413377,BISa
BARRAT scale,gemma-3-1b-it,29,2.560921985698053,2.7035893279780603,BISn
BARRAT scale,gemma-3-1b-it,30,2.1533030903925106,1.4070186569699517,BISm
BARRAT scale,gemma-3-27b-it,1,2.2774955106355605,1.0,BISn
BARRAT scale,gemma-3-27b-it,2,2.17378293916619,3.097870192842536,BISm
BARRAT scale,gemma-3-27b-it,3,2.109802210578517,1.9228924693622336,BISm
BARRAT scale,gemma-3-27b-it,4,2.2263078969028065,1.5205167781172602,BISm
BARRAT scale,gemma-3-27b-it,5,1.944371911713464,1.9783982337916655,BISa
BARRAT scale,gemma-3-27b-it,6,2.3465800866610906,2.111740633709085,BISa
BARRAT scale,gemma-3-27b-it,7,2.3857489834021615,2.3105882940222617,BISn
BARRAT scale,gemma-3-27b-it,8,1.9478313616129848,1.2687410434402235,BISn
BARRAT scale,gemma-3-27b-it,9,2.0892934973500994,1.4283540875179963,BISa
BARRAT scale,gemma-3-27b-it,10,2.776944948579916,3.393828739311789,BISn
BARRAT scale,gemma-3-27b-it,11,2.02983814837759,1.8162076366077615,BISa
BARRAT scale,gemma-3-27b-it,12,2.0508500175025777,1.5665829924798815,BISn
BARRAT scale,gemma-3-27b-it,13,2.544275290121948,2.2733473519265233,BISn
BARRAT scale,gemma-3-27b-it,14,2.111975485226703,1.9798258500153338,BISn
BARRAT scale,gemma-3-27b-it,15,2.2268828257037367,1.900087239594886,BISn
BARRAT scale,gemma-3-27b-it,16,1.7208615230324524,1.5199365906924323,BISm
BARRAT scale,gemma-3-27b-it,17,2.521732229757478,2.4586182516243733,BISm
BARRAT scale,gemma-3-27b-it,18,1.9835748288850938,1.8756412234424864,BISn
BARRAT scale,gemma-3-27b-it,19,2.5018644474258522,2.307565277862064,BISm
BARRAT scale,gemma-3-27b-it,20,2.375670077411654,2.3725104072369896,BISa
BARRAT scale,gemma-3-27b-it,21,1.805449886920445,2.3041933573452296,BISm
BARRAT scale,gemma-3-27b-it,22,2.381620922891939,2.5612961696757752,BISm
BARRAT scale,gemma-3-27b-it,23,2.124901863650154,2.2533392662480134,BISm
BARRAT scale,gemma-3-27b-it,24,1.5143508559554706,1.610701249864767,BISa
BARRAT scale,gemma-3-27b-it,25,1.6182097679754952,1.3919992899371347,BISm
BARRAT scale,gemma-3-27b-it,26,2.285773683017232,2.1170091306747296,BISa
BARRAT scale,gemma-3-27b-it,27,2.3017611011421746,1.7515829975539696,BISn
BARRAT scale,gemma-3-27b-it,28,1.7498360015086647,1.480155435975105,BISa
BARRAT scale,gemma-3-27b-it,29,2.52648723804307,2.6920242663505753,BISn
BARRAT scale,gemma-3-27b-it,30,2.2847710441952374,2.392177003574267,BISm
BARRAT scale,gemma-3-4b-it,1,2.3805303551024584,1.0,BISn
BARRAT scale,gemma-3-4b-it,2,2.028012218862418,2.067122102556975,BISm
BARRAT scale,gemma-3-4b-it,3,2.1721111848952686,2.0562802147898736,BISm
BARRAT scale,gemma-3-4b-it,4,2.0773817903469114,2.0543074456251955,BISm
BARRAT scale,gemma-3-4b-it,5,1.725639775645028,1.1317792540295044,BISa
BARRAT scale,gemma-3-4b-it,6,2.2779390192827074,1.6552749179869028,BISa
BARRAT scale,gemma-3-4b-it,7,2.395653430659225,2.8453056446369778,BISn
BARRAT scale,gemma-3-4b-it,8,1.7771863930746716,1.4409344484125164,BISn
BARRAT scale,gemma-3-4b-it,9,1.7745298890749601,1.3940846379372445,BISa
BARRAT scale,gemma-3-4b-it,10,2.809401799214147,3.2914780652613587,BISn
BARRAT scale,gemma-3-4b-it,11,1.9976602045559477,2.2262239351382136,BISa
BARRAT scale,gemma-3-4b-it,12,1.6814662881075608,1.1569990603856364,BISn
BARRAT scale,gemma-3-4b-it,13,2.4626878205115883,2.081489813878633,BISn
BARRAT scale,gemma-3-4b-it,14,1.9438573847245035,1.3891381002439116,BISn
BARRAT scale,gemma-3-4b-it,15,2.1822741470187825,2.1067724012672517,BISn
BARRAT scale,gemma-3-4b-it,16,1.502869861876687,1.149327507005614,BISm
BARRAT scale,gemma-3-4b-it,17,2.6028146999823423,2.799020499534982,BISm
BARRAT scale,gemma-3-4b-it,18,1.8715511383578154,1.4926565111345962,BISn
BARRAT scale,gemma-3-4b-it,19,2.500379573770857,2.3624185138848866,BISm
BARRAT scale,gemma-3-4b-it,20,2.4115484370663576,2.7296371512677235,BISa
BARRAT scale,gemma-3-4b-it,21,1.7139678637391897,2.1220430430425288,BISm
BARRAT scale,gemma-3-4b-it,22,2.4001569909408818,2.4974597316862646,BISm
BARRAT scale,gemma-3-4b-it,23,2.191190727584145,2.595445582746998,BISm
BARRAT scale,gemma-3-4b-it,24,1.472041440340431,1.2060630687008795,BISa
BARRAT scale,gemma-3-4b-it,25,1.5227534501229092,1.2488061097671077,BISm
BARRAT scale,gemma-3-4b-it,26,2.3006026006347815,2.7483284084539923,BISa
BARRAT scale,gemma-3-4b-it,27,2.3025559253338233,2.580669919129908,BISn
BARRAT scale,gemma-3-4b-it,28,1.7086485695890359,1.2983249615090062,BISa
BARRAT scale,gemma-3-4b-it,29,2.5153436671003933,2.3378259950239944,BISn
BARRAT scale,gemma-3-4b-it,30,2.253111268898546,2.2492912738272572,BISm
BARRAT scale,gpt-oss-20b,1,2.2130544169337343,2.532425171978916,BISn
BARRAT scale,gpt-oss-20b,2,2.260394542750895,3.0000000000000004,BISm
BARRAT scale,gpt-oss-20b,3,2.230622802258231,3.03397991293132,BISm
BARRAT scale,gpt-oss-20b,4,2.2728408278723125,2.6002753378214454,BISm
BARRAT scale,gpt-oss-20b,5,1.9747343204855967,2.2234409814654184,BISa
BARRAT scale,gpt-oss-20b,6,2.384742334467822,2.5921913546267885,BISa
BARRAT scale,gpt-oss-20b,7,2.3047103015779924,1.4928034582921972,BISn
BARRAT scale,gpt-oss-20b,8,1.8546175764528698,1.0,BISn
BARRAT scale,gpt-oss-20b,9,2.069310744223346,1.3130968991119585,BISa
BARRAT scale,gpt-oss-20b,10,2.6528235339585087,2.6494891544705363,BISn
BARRAT scale,gpt-oss-20b,11,2.0803734832675818,1.8022547996353357,BISa
BARRAT scale,gpt-oss-20b,12,1.9187156342270475,1.0261242951810041,BISn
BARRAT scale,gpt-oss-20b,13,2.5961567991897305,2.784951210690542,BISn
BARRAT scale,gpt-oss-20b,14,2.116935296951677,1.7861026598027732,BISn
BARRAT scale,gpt-oss-20b,15,2.1003217017365756,1.105570465503226,BISn
BARRAT scale,gpt-oss-20b,16,1.5378428620583444,1.0310254411386275,BISm
BARRAT scale,gpt-oss-20b,17,2.571567151794791,3.130690099635367,BISm
BARRAT scale,gpt-oss-20b,18,1.9331738335217956,1.6926033656368837,BISn
BARRAT scale,gpt-oss-20b,19,2.508064087577619,2.3771227823471563,BISm
BARRAT scale,gpt-oss-20b,20,2.321984734306525,2.226656522977313,BISa
BARRAT scale,gpt-oss-20b,21,1.6037380831745527,1.2396365243569052,BISm
BARRAT scale,gpt-oss-20b,22,2.3826394735320897,2.741232674264885,BISm
BARRAT scale,gpt-oss-20b,23,2.112726160396923,1.7925966030990332,BISm
BARRAT scale,gpt-oss-20b,24,1.5745389827365595,1.4369498888877505,BISa
BARRAT scale,gpt-oss-20b,25,1.5932876415986077,1.1761356145981336,BISm
BARRAT scale,gpt-oss-20b,26,2.315646630705355,2.3346196620629125,BISa
BARRAT scale,gpt-oss-20b,27,2.3360036093075327,2.4317940193136187,BISn
BARRAT scale,gpt-oss-20b,28,1.7863905946033989,1.8939494478277368,BISa
BARRAT scale,gpt-oss-20b,29,2.3688769455626333,1.0497864588430577,BISn
BARRAT scale,gpt-oss-20b,30,2.109424709729123,1.5692424278231478,BISm
BARRAT scale,granite-3.3-2b-instruct,1,2.2471449242954153,2.0,BISn
BARRAT scale,granite-3.3-2b-instruct,2,2.172505916869082,1.0,BISm
BARRAT scale,granite-3.3-2b-instruct,3,2.074053132641043,1.0910873994323593,BISm
BARRAT scale,granite-3.3-2b-instruct,4,2.2064272771735673,1.2991135383049446,BISm
